Unnamed: 0,Question,A,B,C,D,Answer,Subject,Macrodomain
578,"Um auxiliar de equipe de uma agência estadual foi condenado na justiça federal por aceitar subornos de um governo estrangeiro com o propósito de influenciar uma próxima votação sobre um projeto de lei de abastecimento de água. Ele foi condenado a liberdade condicional. O auxiliar de equipe trabalhou na agência tempo suficiente para se tornar plenamente qualificado para sua aposentadoria, nos termos de um acordo entre o conselho de pensões e o sindicato. O auxiliar de equipe se aposentou e imediatamente começou a receber cheques mensais de pensão. Posteriormente, o governador sancionou uma lei que estabelecia, em parte: “Cláusula 8.ª. Qualquer colaborador de uma agência estadual que seja condenado por (...) suborno (...) não terá direito a receber nenhuma aposentadoria ou outro benefício ou pagamento de qualquer tipo do estado (…) Esta condenação será considerada uma violação do contrato de trabalho do funcionário”. O auxiliar de equipe recebeu uma carta do estado que afirmava que, de acordo com esta nova lei, o estado estava suspendendo imediatamente o pagamento de benefícios de pensão ao auxiliar de equipe por conta da respectiva condenação por suborno. O auxiliar de equipe entrou em contato com um advogado, que contestou a suspensão dos benefícios alegando que a nova lei era inconstitucional. Para contrariar um dos possíveis argumentos do advogado referentes à inconstitucionalidade da Cláusula 8.ª da lei, a melhor refutação do estado seria que","o auxiliar de equipe teve a oportunidade de expressar suas opiniões sobre a nova legislação em audiências públicas, antes da promulgação da lei.",a privação de benefícios de pensão não é uma punição cruel e incomum.,uma carta enviada por correio normal é notificação suficiente para satisfazer o devido processo legal para a descontinuação dos benefícios de pensão.,está implícito que uma das condições do contrato de trabalho do estado com um funcionário público é que ele não deverá envolver-se em suborno.,D,professional_law,"Law, Governance, and Ethics"
828,"Um réu estava jogando baralho com um grupo de amigos no seu jogo de pôquer semanal. No início da noite, um dos jogadores entregou ao réu uma arma e disse-lhe que estava descarregada. Por brincadeira, o réu apontou a arma a um dos seus amigos e premiu o gatilho. Sem que o réu soubesse, a arma estava carregada e disparou. A bala atingiu de raspão o ombro do amigo, ferindo-o ligeiramente. O réu foi acusado de tentativa ou ameaça de lesão corporal com intenção de matar. Nesta jurisdição, vias de fato é uma infração menor incluída no crime de tentativa ou ameaça de lesão corporal. Em juízo, o réu pediu que o tribunal instruísse o júri no sentido de que, se o seu erro fosse honesto, razoável ou irrazoável, seria uma defesa válida para a tentativa ou ameaça de lesão corporal e para o crime menor de vias de fato. Por outro lado, a acusação pretendia que o tribunal instruísse o júri no sentido de que, para que o erro do réu fosse uma defesa válida para qualquer um dos crimes, teria de ser razoável. Relativamente às instruções do júri, qual das seguintes afirmações é a mais correta?",O réu tem razão no que diz respeito à tentativa ou ameaça de lesão corporal e a promotoria tem razão no que diz respeito a vias de fato.,O réu tem razão no que diz respeito a vias de fato e a acusação tem razão no que diz respeito à tentativa ou ameaça de lesão corporal.,A acusação está correta no que diz respeito às acusações de tentativa ou ameaça de lesão corporal e vias de fato.,A ré tem razão no que diz respeito às acusações de vias de fato e tentativa ou ameaça de lesão corporal.,A,professional_law,"Law, Governance, and Ethics"
57,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Adoro ser um cuidador de idosos porque eles compartilham suas histórias.  Cenário 2 | Eu o ajudei na escola datilografando a sua dissertação.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",D,moral_scenarios,"Law, Governance, and Ethics"
154,"Segundo Mill, a única evidência que é possível produzir de que algo é desejável é que",Deus considerou isso desejável.,especialistas em desejabilidade consideraram-no desejável.,as pessoas realmente desejam isso.,o insight racional revela que é desejável.,C,moral_disputes,"Law, Governance, and Ethics"
76,"O raciocínio ___________ é considerado por muitos como dominante na sociedade e, particularmente em empresas, onde frequentemente é mencionado como ________________.","Consequencialista, Análise de custo-benefício","Racionalizado, Auditoria anual","Consequencialista, Auditoria anual","Racionalizado, Análise de custo-benefício",A,business_ethics,"Law, Governance, and Ethics"
48,Qual opção descreve a falácia de fugir da questão?,argumentar que alguém deve fazer algo só porque tal pessoa não gosta de outra,caracterizar a posição do oponente de forma a torná-la ridícula,"apoiar uma alegação com evidência ou raciocínio irrelevante à proposição, ou responder ao argumento de outra pessoa mudando de assunto",tentar acordo com base apenas nos sentimentos despertados pela mensagem,C,logical_fallacies,"Law, Governance, and Ethics"
596,"Um paciente foi internado em um hospital. Ele estava dirigindo seu carro apesar de estar embriagado. Como resultado, ele bateu o carro em uma árvore e quebrou o nariz. Depois que um médico recolocou o nariz quebrado no lugar, o paciente foi transferido para um quarto na ala oeste do hospital. Com muita dor, o paciente pediu um analgésico à enfermeira. Sem pedir a aprovação do médico, a enfermeira administrou uma injeção de morfina, que a enfermeira deveria saber ser uma dosagem excessiva. O paciente faleceu uma hora após a injeção; a causa da morte foi overdose de morfina. A injeção de morfina administrada pela enfermeira no paciente provavelmente constituiria","uma causa de pedir, mas não uma causa judicial da morte do paciente.","uma causa judicial, mas não uma causa de pedir da morte do paciente.",uma causa de pedir e uma causa judicial da morte do paciente.,nem uma causa judicial nem uma causa de pedir da morte do paciente.,C,professional_law,"Law, Governance, and Ethics"
705,"O proprietário e operador de uma pizzaria celebraram um contrato por escrito com um funcionário que previa que o funcionário seria empregado como gerente do restaurante por um período de três anos. O contrato previa que o proprietário pagaria ao funcionário um salário de US$ 2.000,00 por mês, a ser pago metade ao funcionário e metade à mãe idosa do funcionário. O contrato também previa que ""os valores devidos nos termos deste instrumento não poderão ser transferidos"". Quando a mãe tomou conhecimento do contrato, escreveu uma carta ao proprietário declarando: ""Por favor, pague os valores devidos a mim de acordo com seu contrato com meu filho diretamente à casa de repouso, onde atualmente sou paciente"". Durante o primeiro ano do contrato, o proprietário pagou US$ 1.000,00 por mês ao funcionário e US$ 1.000,00 por mês à casa de repouso. Depois de um ano, outra pizzaria foi aberta do outro lado da rua, criando concorrência. Durante os meses seguintes, os negócios diminuíram constantemente. Como resultado da perda de negócios, o proprietário informou ao funcionário que se ele não aceitasse reduzir seu salário ele seria demitido. Relutantemente, o funcionário aceitou oralmente uma redução salarial de US$ 500,00 por mês. Segundo os termos do acordo oral, o proprietário prometeu continuar a pagar US$ 1.000,00 ao funcionário, mas pagar apenas US$ 500,00 por mês à casa de repouso. Se a casa de repouso entrar com uma ação contra o proprietário por descumprimento contratual, provavelmente quem ganhará a causa?","O proprietário, porque a transferência da mãe para a casa de repouso foi nula por configurar violação da cláusula anticessão.","O proprietário, pois o acordo entre o proprietário e o funcionário reduziu as obrigações do proprietário para com a casa de repouso.","A casa de repouso, pois a transferência da mãe seria aplicável apesar do acordo entre o proprietário e o funcionário.","A casa de repouso, pois a transferência gratuita da mãe era irrevogável.",C,professional_law,"Law, Governance, and Ethics"
50,Qual falácia abaixo ocorre quando alguém conclui que outra pessoa não poderia ter feito algo ruim porque possui boas qualidades?,Personalidade louvável,Culpa por associação,Personalidade repreensível,Raciocínio circular,A,logical_fallacies,"Law, Governance, and Ethics"
1482,"Uma montadora fabricou um carro que foi comercializado em todo o país. Problemas com os freios do carro supostamente teriam causado vários acidentes e lesões. Dois compradores individuais do carro moveram ações coletivas separadas, em estados diferentes, contra o fabricante, fazendo as mesmas reivindicações de responsabilidade civil do fabricante em nome de todos os compradores no país inteiro. Uma das ações coletivas foi movida em um tribunal federal, já a outra em um tribunal estadual. As partes da ação federal fecharam um acordo aprovado pelo tribunal, e o tribunal proferiu uma sentença de extinção com julgamento do mérito. O advogado do fabricante solicitou que o tribunal estadual julgasse extinta a ação com base em coisa julgada (preclusão da demanda). O tribunal estadual deveria analisar a lei federal ou estadual para decidir o efeito do julgamento?","A lei federal, pois a sentença foi proferida em tribunal federal.","A lei federal, pois a sentença resultou de uma ação movida em nível nacional regida pela regra de ação coletiva federal.","A lei estadual, pois o julgamento está sendo solicitado em um tribunal estadual.","A lei estadual, pois não há direito consuetudinário federal geral e a preclusão é uma teoria do direito consuetudinário.",A,professional_law,"Law, Governance, and Ethics"
554,"Em um contrato por escrito, um vendedor concordou em entregar a um comprador mil widgets a um preço estipulado de US$ 10,00 cada, FOB no local de trabalho do vendedor. O contrato estipulava que “qualquer parte que pretender ceder este contrato precisará ter o consentimento por escrito da outra parte”. No dia 1.º de março, o vendedor colocou os widgets a bordo de um navio de carga destinado a transportar os widgets até o comprador. No dia 02 de março, o comprador recebeu o seguinte telegrama do vendedor: “Informamos que os widgets estão em trânsito. Além disso, cedo todos os meus direitos nos termos do nosso contrato ao nosso credor”. O comprador não consentiu com a cessão. No dia seguinte, o navio que transportava os widgets afundou em uma violenta tempestade, destruindo toda a sua carga. Se o credor intentar uma ação adequada contra o comprador, é provável que o primeiro","não recupere nada, pois o comprador jamais concordou com a cessão.","não recupere nada, pois o comprador jamais recebeu os widgets.",recupere o preço do contrato de US$ 10 mil.,recupere a diferença entre o preço do contrato e o valor de mercado dos widgets.,C,professional_law,"Law, Governance, and Ethics"
