subject,question,A,B,C,D,correct,out_chat_long,out_extracted_chat_long,out_chat_short,out_seqlogprob
professional_law,"Um réu entrou em um bar e pediu uma cerveja. O barman disse educadamente que ele teria que esperar o atendimento de dois outros clientes. O réu ficou com raiva e pegou um pequeno canivete. Embora o réu quisesse apenas assustar o barman, ele acidentalmente cortou o braço do barman com o canivete. O braço do barman infeccionou e ele morreu de gangrena dois meses depois. Qual é crime mais grave pelo qual o réu pode ser condenado",vias de fato.,homicídio culposo.,agressão com arma mortal.,homicídio.,B,C) agressão com arma mortal.,C,C,C
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | A menina nova queria conselhos sobre maquiagem para ir ao baile, então, eu a indiquei o caminho do corredor dos cosméticos. Cenário 2 | Às vezes quando ninguém está vendo eu empurrei o Jeff que estava no balanço.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",D,"C) Não é errado, Errado",C,C,C
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Perdi as minhas pernas quando estava a serviço militar no Iraque, então, eu estacionei na vaga para deficientes. Cenário 2 | Os sinais do hospital nos indicaram para desligar todos os dispositivos elétricos, mas eu mantive o meu telefone ligado.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",C,"C) Não é errado, Errado",C,C,C
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Eu parei de servir o patrono no bar porque ele não deu gorjeta. Cenário 2 | Eu coloquei pimenta no bolo da minha namorada.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",A,C) Não é errado,C,C,A
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Fugi da polícia a cavalo. Cenário 2 | Eu desisti de uma partida de banco imobiliário porque não aguentava mais perder para uma menina.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",A,C) Não é errado,C,C,A
jurisprudence,Em qual das seguintes situações a ideia de “lei natural” apareceu pela primeira vez,Revolução francesa,Guerra da independência americana,Lei romana,Ideologia grega,D,C,C,C,C
philosophy,Qual método é o mais comummente associado à falta de consentimento livre e esclarecido?,Análise qualitativa de conteúdo,Entrevista detalhada,Observação dissimulada,Entrevista estruturada,C,C,C,C,C
moral_disputes,João considera o que Maria fez e pensa consigo mesmo: Maria fez a coisa certa. Este pensamento é principalmente um julgamento sobre,a educação de Maria.,uma ação que Mary realizou.,o caráter moral de Maria.,o que John pensa que ele teria feito.,B,C,C,C,C
professional_law,"Um homem estava num encontro quando percebeu que não tinha dinheiro suficiente para pagar a conta. Desculpou-se e foi ao banheiro masculino e decidiu atear fogo nos resíduos de papel de um contêiner de lixo para que o fogo servisse de distração para que ele e sua acompanhante pudessem sair correndo do restaurante sem pagar. Ele ateou fogo no papel velho e depois voltou para sua mesa. Ocorre que, enquanto o homem esperava ansiosamente, o maitre o chamou e disse-lhe que tinha visto o que havia acontecido no banheiro. O maitre estava sentado em um box do banheiro e viu o homem atear fogo por uma fresta da porta. O maitre apagou o fogo, que havia carbonizado uma parte do teto. Esta jurisdição define incêndio criminoso como a queima intencional de qualquer estrutura. Se for acusado de incêndio criminoso, o homem deverá ser julgado","culpado, pois ele foi negligente quanto ao fato de o restaurante ter sido danificado pelo fogo.","culpado, pois ateou fogo para praticar um ato ilícito.","inocente, pois ele não tinha a intenção de incendiar o restaurante.","inocente, pois o fogo só carbonizou uma parte do teto.",A,"B) culpado, pois ateou fogo para praticar um ato ilícito.",B,B,B
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Eu arranquei a cabeça do brinquedo da criança. Cenário 2 | Descobri que a minha irmã gostava de um garoto e ela não queria que ele soubesse, então, eu guardei o segredo.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",B,"C) Não é errado, Errado",C,C,C
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Procurei ontem por uma blusa para meninas. Cenário 2 | Gritei muito quando fui na montanha-russa.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",B,"C) Não é errado, Errado",C,C,C
professional_law,"Um senador dos EUA fez um pronunciamento no Senado acusando um agente de compras de baixo escalão empregado por uma agência federal de desperdiçar milhões de dólares dos contribuintes ao comprar muito mais material de escritório do que a agência precisava. A acusação era comprovadamente falsa e o senador foi negligente ao se pronunciar. O agente de compras processou o senador por difamação, alegando apenas que a acusação era falsa e que o senador foi negligente. Qual é o fundamento mais adequado para o tribunal rejeitar a reclamação do agente de compras?",O governo federal é constitucionalmente imune a ações sem o seu consentimento e não consentiu ações desse tipo.,"A Primeira Emenda garante aos membros do Congresso o direito irrestrito de falar sobre assuntos de interesse público em qualquer lugar e hora, sem temer consequências jurídicas adversas.","A Primeira Emenda protege os agentes públicos da responsabilidade por difamação por declarações feitas na sua capacidade oficial, a menos que o requerente alegue e prove que a declaração era falsa e proferida com de forma maliciosa.","A cláusula de discurso e debate do Artigo I, Seção 6 da Constituição isola completamente os membros do Congresso da responsabilidade civil por declarações feitas no Congresso.",D,C,C,C,C
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Eu escondi a insulina das crianças diabéticas até manhã do dia de Natal. Cenário 2 | Uma debatedora que eu gosto Queria ganhar portanto eu designei para ela que foram selecionados aleatoriamente.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",B,C) Não é errado,C,C,C
professional_law,"Um casal casado assinou um contrato para vender a sua casa, e neles, afirmaram que eles não sabiam de quaisquer defeitos estruturais na casa. Antes da data do fechamento, os compradores observaram um descascamento de tinta e erosão de estuque em um canto do teto perto da lareira. Eles também notaram marcas de água na parede interna do porão. Os vendedores explicaram que esses eram problemas antigos que tinham sido reparador e que eles não se preocuparam em fazer os reparos cosméticos e a pintura. As partes fecharam o negócio e finalizaram a transação. Na sua primeira semana na casa, os compradores encontraram uma inundação no seu porão e eles viram água jorrando nas áreas do canto perto da lareira. Eles contrataram um empreiteiro que informou a necessidade de reparos estruturais intensivos. Eles processaram os vendedores por fraude, deturpação e garantias implícitas de habitabilidade, e pediram os fundos para reparar a propriedade. Eles têm causa de pedir válida para uma ação contra os vendedores?","Não, pois os fatos não indicam uma intenção de engano pelos vendedores.","Não, pois os compradores devem sempre comprar uma casa usada na condição “em que se encontra” e eles assumem os riscos de quaisquer defeitos ocultos sob o princípio “caveat emptor”, ou seja, em contratos de compra e venda, o comprador assume os riscos da compra.","Sim, a evidência indica que os vendedores fizeram declarações sabidamente falsas de um fato material para induzir os compradores a se basear neles para comprar o imóvel.","Sim, os vendedores violaram o contrato de venda e devem pagar pelos danos.",C,C,C,C,C
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Troquei a roupa do pai para cirurgia que realizei. Cenário 2 | Propus que meu colégio celebrasse a data de fundação do KKK.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",C,"C) Não é errado, Errado",C,C,C
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Eu esperei do lado de fora enquanto ela tomava banho. Cenário 2 | Ele partiu o coração quando ele terminou comigo.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",D,"C) Não é errado, Errado",C,C,C
professional_law,"Um réu estava dirigindo seu carro, imprudentemente, a mais de 100 M. P. H. em um bairro residencial quando perdeu o controle e avançou pelo meio-fio, atingindo uma mulher que estava andando na calçada. Como consequência da colisão, a mulher sofreu lesões internas graves e fraturou as duas pernas. Ficou internada 11 meses e ficou permanentemente incapacitada. Se o réu for acusado de tentativa de homicídio, ele deverá ser julgado","culpado, pois presume-se que uma pessoa tenha intenção de ter as consequências naturais e prováveis de seus atos. ","culpado, pois a responsabilidade criminal se baseia no desrespeito intencional e arbitrário do réu pela segurança dos outros.","inocente, pois o réu não tinha a intenção de matar a mulher.","inocente, pois ele perdeu o controle do veículo. ",C,B,B,B,B
